id,city_id,title,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat
8020,3821,Lida Greens Golf Course,Hwy 108 E,"Pelican Rapids, Minnesota 56572",56572,(218) 863-1531,9,Jack Hilber,1984,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 5/01 Closed: 10/01,Yes,Yes,No,Yes,$,$,Yes,Yes,,,,,28,1898,81,28.90,31,1802,90,29.90,,
8021,3821,Rolling Hills Golf Course,County Rd 9 Route 2,"Pelican Rapids, Minnesota 56572",56572,(218) 532-2214,9,Jim Flem,1964,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,35,2725,98,32.60,35,2725,98,32.60,,
8022,3822,Swan Lake Country Club,Old Hwy 65,"Pengilly, Minnesota 55775",55775,(218) 885-3543,9,,1929,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3235,,,36,3079,116,34.50,38,2752,122,35.80,,
8023,3823,Lakes Area Golf Learning Center,County Rd 16,"Pequot Lakes, Minnesota 56472",56472,(218) 543-4123,9,Tom Skonseng,1995,Public,Open,None,Open: 5/01 Closed: 10/01,Yes,Yes,Yes,No,$,$,No,No,,,,,27,615,,,27,615,,,,
8024,3823,"Preserve, The",H C 2 40613,"Pequot Lakes, Minnesota 56472",56472,(218) 568-4944,18,,1996,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 5/01 Closed: 10/15,Yes,Yes,Yes,No,$,$$,Yes,Yes,72,6601,135,71.60,72,6204,132,69.90,72,4816,119,68.80,,
8025,3823,Whitefish Golf Club,Route 1 County Rd 16,"Pequot Lakes, Minnesota 56472",56472,(218) 543-4900,18,,1965,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/15 Closed: 10/30,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6407,128,70.70,72,6172,125,69.70,72,5680,127,73.00,,
8026,3824,Perham Lakeside Country Club,County Rd 51,"Perham, Minnesota 56573",56573,(218) 346-6070,18,Joel Goldstrand,1988,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6575,128,72.50,72,6321,126,71.30,72,5388,122,71.10,,
8027,3825,Pierz Municipal Golf Course,603 Park Ave,"Pierz, Minnesota 56364",56364,(320) 468-2662,9,,1939,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/01,No,Yes,No,No,$,$,Yes,Yes,35,3058,110,34.60,35,2974,109,34.20,38,2822,116,36.50,,
8028,3826,Pine City Country Club,Route 4,"Pine City, Minnesota 55063",55063,(320) 629-3848,9,,1971,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,36,3240,121,35.50,36,3180,120,35.10,38,2945,124,37.00,,
8029,3827,Pine Island Golf Course,2000 8th St SE,"Pine Island, Minnesota 55963",55963,(507) 356-8252,9,Tom Haugen,1994,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,No,No,$,$,Yes,Yes,36,3365,128,36.10,36,3090,123,34.80,36,2482,114,34.40,,
8030,3828,Driftwood Resort,County Rd 15,"Pine River, Minnesota 56474",56474,(218) 568-4221,9,Ted &amp; Sue Leagjeld,1970,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,27,1156,110,,27,1047,113,,,
8031,3828,Irish Hills Golf Course,Route 1,"Pine River, Minnesota 56474",56474,(218) 587-2300,18,Joseph McGuire,1985,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/15 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,72,6011,115,67.80,72,5728,113,66.90,72,4446,112,67.50,,
8032,3828,Pine River Country Club,County Rd 2,"Pine River, Minnesota 56474",56474,(218) 587-4774,9,,1983,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,36,3455,119,35.90,36,3158,113,34.50,36,2622,112,34.40,,
8033,3829,Pipestone Country Club,8th Ave SE,"Pipestone, Minnesota 56164",56164,(507) 825-2592,9,,1948,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3247,114,35.30,36,3041,110,34.30,37,2615,111,34.80,,
8034,3830,Piper Hills Golf Course,S Hwy 42,"Plainview, Minnesota 55964",55964,(507) 534-2613,9,Ray Keller,1965,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,No,Yes,,,,,36,3086,115,34.20,36,2762,127,36.30,,
8035,3831,Elm Creek Golf Links of Plymouth,18940 Hwy 55,"Plymouth, Minnesota 55446",55446,(612) 478-6716,18,"Marvin Klatte &amp; Sathre' Birgquist, Inc",1960,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,70,6235,132,70.40,70,5773,128,68.80,71,4874,117,68.00,,
8036,3831,Hampton Hills Golf Club,5313 Juneau Ln,"Plymouth, Minnesota 55446",55446,(612) 559-9800,18,Ken Hampton,1960,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,73,6135,104,68.20,73,5554,112,68.80,,
8037,3831,Hollydale Golf Club,4710 Holly Ln No,"Plymouth, Minnesota 55446",55446,(612) 559-9847,18,Bill &amp; Rich Deziel,1964,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,71,6160,121,70.10,71,5980,119,69.40,73,5128,120,69.90,,
8038,3832,Preston Golf Club,Hwy 16 W,"Preston, Minnesota 55965",55965,(507) 765-4485,9,,1935,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,35,2983,106,33.80,37,2983,,,,
8039,3833,Princeton Golf Club,Golf Course Rd,"Princeton, Minnesota 55372",55372,(612) 389-5109,18,Joel Goldstrand,1950,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6365,126,70.80,71,6150,124,70.00,71,4901,115,68.90,,
8040,3834,"Wilds Golf Club, The",3151 Wilds Ridge,"Prior Lake, Minnesota 55372",55372,(612) 403-5100,18,Tom Weiskopf &amp; Jay Morrish,1995,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,7025,140,74.70,72,6538,131,72.00,72,5095,126,70.20,,
8041,3834,Cleary Lake Park Golf Course,18106 Texas Ave,"Prior Lake, Minnesota 55372",55372,(612) 447-2171,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,28,1675,,,29,1675,,,,
8042,3834,Scottdale Golf Club,19400 Natchez Rd,"Prior Lake, Minnesota 55372",55372,(612) 435-7182,9,,1960,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,37,3330,123,36.20,36,3147,119,35.40,36,2537,121,34.60,,
8043,3834,Lone Pine Country Club,County Rd 82 W,"Prior Lake, Minnesota 55377",55377,(612) 445-3575,18,,,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,,,,,71,5965,128,69.20,71,5020,118,69.30,,
8044,3835,Proctor Golf Course,Hwy 2,"Proctor, Minnesota 55810",55810,(218) 624-2255,9,,1947,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,Yes,,,,,33,2281,104,,33,2111,99,,,
8045,3836,Links at Northfork,9333 153rd St NW,"Ramsey, Minnesota 55303",55303,(612) 241-0506,18,Joel Goldstrand,1991,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6989,127,73.70,72,6344,121,71.00,72,5241,117,70.50,,
8046,3836,Rum River Hills Golf Club,16659 Saint Francis Blvd,"Ramsey, Minnesota 55303",55303,(612) 753-3339,18,Joel Goldstrand,1988,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6308,117,71.00,71,6091,115,70.00,71,5024,120,69.60,,
8047,3837,Hawk Creek Country Club,100 Spicer Ave NE,"Raymond, Minnesota 56282",56282,(320) 967-4653,9,Joel Goldstrand,1997,Public,Open,None,Open: 4/15 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3227,120,35.20,36,3121,118,34.70,36,2475,112,34.00,,
8048,3838,Oak Knolls Golf Club,Hwy 32 S,"Red Lake Falls, Minnesota 56750",56750,(218) 253-4423,9,,,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,36,2914,110,33.70,36,2759,107,33.20,38,2507,112,34.00,,
8049,3839,Highlands at Mississippi National Golf Links,409 Golf Links Dr,"Red Wing, Minnesota 55066",55066,(651) 388-1874,18,Gordon Cunningham,1987,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6282,121,70.50,71,5877,117,68.70,71,5002,115,69.30,,
8050,3839,Lowlands at Mississippi National Golf Links,409 Golf Links Dr,"Red Wing, Minnesota 55066",55066,(651) 388-1874,18,Gordon Cunningham,1987,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6484,126,71.00,71,6195,123,69.70,71,5450,121,71.00,,
8051,3839,Red Wing Country Club,1311 W 6th St,"Red Wing, Minnesota 55066",55066,(651) 388-9524,18,,1915,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,No,Yes,No,$,$,Yes,Yes,71,6169,129,70.90,71,5892,126,69.70,72,4831,117,69.80,,
8052,3840,Redwood Falls Golf Club,101 E Oak St,"Redwood Falls, Minnesota 56283",56283,(507) 637-8901,9,,1923,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3223,132,36.20,36,3075,129,35.50,36,2734,122,36.50,,
8053,3841,Stoney Creek Golf Course,820th Ave,"Renville, Minnesota 56284",56284,(320) 329-8400,9,,1999,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3378,133,36.50,36,3266,130,35.70,36,2742,122,36.00,,
8054,3842,Oak Hill Golf Club,9000 Hwy 10 NW,"Rice, Minnesota 56367",56367,(320) 259-8969,18,Jim Dahl,1991,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,72,6534,120,70.80,72,6035,119,68.60,72,5006,118,68.30,,
8055,3843,Oak Summit Golf Course,2751 County Rd 16 SW,"Rochester, Minnesota 55902",55902,(507) 252-1808,18,Leon DeCook,1992,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6518,121,71.30,71,6128,117,69.50,71,5159,115,69.10,,
8056,3843,Meadow Lakes Golf Club,70 45th Ave SW,"Rochester, Minnesota 55902",55902,(507) 285-1190,18,Midwest Golf Management,1998,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6287,112,69.20,71,5946,109,68.10,71,4855,104,67.10,,
8057,3843,Eastwood Golf Club,3505 Eastwood Rd SE,"Rochester, Minnesota 55904",55904,(507) 281-6173,18,George Taylor,1962,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,70,6178,119,69.40,70,5289,116,70.30,,
8058,3843,Maple Valley Golf & Country Club,8600 Maple Valley Rd SE,"Rochester, Minnesota 55904",55904,(507) 285-9100,18,Wayne Idso,1964,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,71,6270,121,70.50,71,5990,118,69.10,71,5330,120,71.10,,
8059,3843,Northern Hills Golf Club,4805 41St Ave NW,"Rochester, Minnesota 55901",55901,(507) 281-6170,18,,1974,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6310,126,70.00,72,5971,123,68.50,72,5522,126,71.60,,
8060,3843,Rochester Golf & Country Club,3100 Country Club Rd SW,"Rochester, Minnesota 55902",55902,(507) 282-3170,18,A. W. Tillinghast,1925,Private,Reciprocal,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$$,Yes,Yes,71,6394,131,71.10,71,6199,130,70.20,72,5228,121,70.70,,
8061,3843,Soldiers Memorial Field Golf Course,244 Soldiers Field SW,"Rochester, Minnesota 55901",55901,(507) 281-6176,18,Hugh Vincent Freehan,1925,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,,,,,70,5706,114,67.00,71,5337,117,70.00,,
8062,3843,Willow Creek Golf Course,1700 SW 48th St,"Rochester, Minnesota 55902",55902,(507) 285-0305,18,William J. Spear,1974,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 3/18 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6053,117,69.10,70,5702,114,67.50,70,5293,121,70.50,,
8063,3844,Fox Hollow Golf Club,4780 Palmgren Ln NE,"Rogers, Minnesota 55374",55374,(612) 428-4468,18,Joel Goldstrand,1989,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6726,129,72.70,72,6294,125,70.90,72,5884,130,74.80,,
8064,3844,Pheasant Run Golf Club,10705 County Rd 116,"Rogers, Minnesota 55374",55374,(612) 428-8244,18,Lyle Johansen,1989,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6331,117,69.90,71,6089,116,69.00,72,5038,115,68.60,,
8065,3845,Oak Crest Golf Club,5th St SE,"Roseau, Minnesota 56751",56751,(218) 463-3016,18,Joel Goldstrand,1994,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,71,6371,118,70.00,71,6076,115,68.70,71,5054,112,68.60,,
8066,3846,Blue/White at Rich Valley Golf Club,3855 145th St E,"Rosemount, Minnesota 55068",55068,(651) 437-4653,18,,1992,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,68,5079,91,62.70,69,4397,94,63.50,,
8067,3846,White/Red at Rich Valley Golf Club,3855 145th St E,"Rosemount, Minnesota 55068",55068,(651) 437-4653,18,,1989,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,67,5289,90,63.60,69,4680,94,64.80,,
8068,3846,Brockway Golf Course,13500 S Robert Trl,"Rosemount, Minnesota 55068",55068,(651) 423-5222,9,,1935,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,35,2815,119,34.00,35,2461,116,34.00,,
8069,3846,Red/Blue at Rich Valley Golf Club,3855 145th St E,"Rosemount, Minnesota 55068",55068,(651) 437-4653,18,,1992,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,69,5286,94,63.90,70,4539,96,64.10,,
8070,3847,Roseville Cedarholm Golf Course,2323 N Hamline Ave,"Roseville, Minnesota 55113",55113,(651) 415-2166,9,,1951,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,No,Yes,Yes,Yes,$,$,Yes,No,,,,,27,1373,,,30,1373,,,,
8071,3848,Ferndale Country Club,Route 2 Hwy 16,"Rushford, Minnesota 55971",55971,(507) 864-7626,9,,1920,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,36,3360,119,35.50,36,3228,117,34.90,38,2978,108,36.50,,
8072,3849,Saint Charles Golf Course,1920 Park Rd,"Saint Charles, Minnesota 55972",55972,(507) 932-5444,18,Wayne Idso,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6439,109,68.20,72,6207,,,72,5330,,,,
8073,3850,Par d at Angushire Golf Course,224 Waite Ave S,"Saint Cloud, Minnesota 56301",56301,(320) 251-9619,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,27,1282,,,27,1282,,,,
8074,3850,Veterans Golf Club,5001 8th St No,"Saint Cloud, Minnesota 56303",56303,(320) 255-7273,9,,,Public,Open,Discover Welcomed,Open: 4/15 Closed: 10/30,No,Yes,No,No,$,$,Yes,No,,,,,30,1668,,,30,1439,,,,
8075,3850,Regulation at Angushire Golf Course,224 Waite Ave S,"Saint Cloud, Minnesota 56301",56301,(320) 251-9619,9,,1983,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2708,109,32.80,35,2708,113,34.00,,
8076,3850,St. Cloud Country Club,301 Montrose Rd,"Saint Cloud, Minnesota 56301",56301,(320) 253-1333,18,Tim Murphy,1920,Private,Reciprocal,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6622,133,72.60,72,6415,132,71.70,72,5304,123,71.20,,
8077,3851,St. James Country Club,Hwy 60 E,"Saint James, Minnesota 56081",56081,(507) 375-7484,18,Joel Goldstrand,1998,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6829,131,72.70,72,6402,127,70.80,72,5184,118,70.00,,
8078,3852,Lost Spur Country Club,2750 Sibley Memorial Hwy,"Saint Paul, Minnesota 55121",55121,(651) 454-5681,9,,1952,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,34,2401,117,31.70,35,2240,124,33.40,,
8079,3852,Como Golf Course,1431 Lexington Pkwy No,"Saint Paul, Minnesota 55103",55103,(651) 488-9673,18,Don Herfort,1987,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,70,5821,117,67.60,70,5581,115,66.50,70,5077,115,69.00,,
8080,3852,Highland Park Eighteen Golf Course,1403 Montreal Ave,"Saint Paul, Minnesota 55116",55116,(651) 695-3774,18,,1927,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6265,111,69.00,72,6097,110,68.40,73,5600,118,71.10,,
8081,3852,Hillcrest Country Club,2200 Larpenteur Ave E,"Saint Paul, Minnesota 55109",55109,(651) 771-1515,18,Bill Kalpeper,1921,Private,Reciprocal,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6350,135,71.70,72,6051,132,70.20,72,5412,134,72.80,,
8082,3852,Keller Golf Course,2166 Maplewood Dr,"Saint Paul, Minnesota 55109",55109,(651) 484-3011,18,Paul N. Coates,1929,Public,Open,"VISA, MasterCard Welcomed",Open: 3/15 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6566,128,71.70,71,6041,123,69.40,73,5373,125,71.30,,
8083,3852,Midland Hills Country Club,2001 Fulham St,"Saint Paul, Minnesota 55113",55113,(651) 631-2017,18,Seth Raynor,1919,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6577,135,72.60,72,6340,132,71.50,74,5553,135,72.90,,
8084,3852,Phalen Park Golf Course,1615 Phalen Dr,"Saint Paul, Minnesota 55106",55106,(651) 778-0413,18,Don Herfort,1894,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,70,6101,120,68.90,70,5881,118,67.80,71,5389,125,70.70,,
8085,3852,Town & Country Club,300 Mississippi River Blvd No,"Saint Paul, Minnesota 55104",55104,(651) 646-7121,18,George McRee,1890,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,No,Yes,72,6301,132,71.90,72,6111,130,71.00,75,5721,137,74.50,,
8086,3852,Fort Snelling Golf Course,Building 175,"Saint Paul, Minnesota 55111",55111,(612) 726-6222,9,,1935,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,35,2682,102,32.50,36,2682,109,33.90,,
8087,3852,Highland Nine Golf Course,1797 Edgecumbe Rd,"Saint Paul, Minnesota 55116",55116,(651) 695-3708,9,,1971,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,Yes,,,,,35,2794,103,32.20,35,2674,109,34.20,,
8088,3853,Shoreland Country Club,Lake Emily County Rd 21,"Saint Peter, Minnesota 56082",56082,(507) 931-3470,18,,1925,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,,,,,69,5575,112,66.60,71,5066,117,68.90,,
8089,3854,Farmers Golf & Health Club,County Rd 15,"Sanborn, Minnesota 56083",56083,(507) 648-3629,9,Joel Goldstrand,1976,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,3026,105,34.90,36,2534,104,34.90,,
8090,3855,Sandstone Area Country Club,343 Lark St,"Sandstone, Minnesota 55072",55072,(320) 245-0471,9,Gary Barrows,1994,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/15,No,Yes,No,No,$,$,Yes,Yes,34,2581,102,31.90,34,2496,102,31.90,35,2260,115,32.70,,
8091,3856,Wapicada Golf Club,4448 15th St Ne,"Sank Rapids, Minnesota 56379",56379,(320) 251-7804,18,,1957,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,No,Yes,No,$,$,Yes,Yes,72,6610,127,71.70,72,6269,124,70.10,73,5491,126,71.50,,
8092,3857,Sartell Golf Club,35103 Pinecone Rd,"Sartell, Minnesota 56377",56377,(320) 259-0551,18,Jim Dahl,1982,Public,Open,None,Open: 3/19 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6363,,,72,6009,113,68.30,72,5321,115,69.90,,
8093,3858,"Lynx National Golf Course, The",40204 Primrose Ln,"Sauk Centre, Minnesota 56378",56378,(320) 352-0243,18,Jeff Larsen,1998,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6700,124,71.10,72,6208,119,68.90,72,5244,113,69.10,,
8094,3858,Sauk Centre Country Club,Lakeshore Dr,"Sauk Centre, Minnesota 56378",56378,(320) 352-3860,9,Tom Dardon,1929,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,37,3203,124,35.20,37,2850,122,37.20,,
8095,3859,Stonebrooke Golf Club,2693 S County Rd 79,"Shakopee, Minnesota 55379",55379,(612) 496-3171,18,Tom Haugen,1988,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6604,133,72.40,71,6069,128,70.00,71,5033,120,69.90,,
8096,3860,Fox Lake Golf Club,Fox Lake Park,"Sherburn, Minnesota 56171",56171,(507) 764-8381,9,,1951,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,No,Yes,35,2714,120,33.10,35,2572,118,32.60,37,2187,114,32.80,,
8097,3861,Island Lake Golf & Training Center,1000 Red Fox Rd,"Shoreview, Minnesota 55126",55126,(651) 787-0383,9,David Pieper,1995,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Included in fee,29,1423,71,25.60,29,1262,,,29,1129,,,,
8098,3862,Silver Bay Country Club,Edison Blvd,"Silver Bay, Minnesota 55614",55614,(218) 226-3111,9,,1959,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,,,,,36,3173,121,35.20,38,2682,122,,,
8099,3863,Slayton Country Club,Route 2,"Slayton, Minnesota 56172",56172,(507) 836-8154,9,,1950,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2837,,,36,2514,,,,
8100,3864,Sleepy Eye Golf Club,Hwy 14 W,"Sleepy Eye, Minnesota 56085",56085,(507) 794-5249,9,,1934,Semi-Private,Open,None,Open: 3/01 Closed: 10/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,2970,116,34.00,36,2545,114,34.40,,
8101,3865,Little Crow Country Club,Hwy 23,"Spicer, Minnesota 56288",56288,(320) 354-2296,18,,1969,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6740,123,72.30,72,6390,119,70.50,72,5662,125,73.10,,
8102,3866,Springfield Golf Club,S O'Connell Ave,"Springfield, Minnesota 56087",56087,(507) 723-5888,9,,,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,,,,,36,3073,112,34.30,36,2576,110,34.40,,
8103,3867,Root River Country Club,Rural Route 1,"Spring Valley, Minnesota 55975",55975,(507) 346-2501,9,,1962,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,36,2959,114,34.50,36,2757,116,35.60,,
8104,3868,Regulation Eighteen at Falcon Ridge Golf Course,33942 Falcon Ave,"Stacy, Minnesota 55079",55079,(651) 462-5797,18,,1993,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,5787,117,70.10,72,5627,114,69.20,72,5070,120,69.60,,
8105,3868,Executive Nine at Falcon Ridge Golf Course,33942 Falcon Ave,"Stacy, Minnesota 55079",55079,(651) 462-5797,9,,1992,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,29,1545,81,,29,1451,80,,,
8106,3869,Grandy Nine Golf Club,1118 361St Ave NE,"Stanchfield, Minnesota 55080",55080,(612) 689-1417,9,,,Public,Open,None,Open: 4/01 Closed: 10/31,No,Yes,No,Yes,$,$,No,Yes,,,,,35,2615,,,37,2581,,,,
