course_id,city_id,course,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat,state_id,city_title,city_count,city_slug,state,state_count,state_slug,c_city,city
120,54,Quail Ridge Country Club,1600 Quail Ridge Dr,"Gardendale, Alabama 35071",35071,(205) 631-3140,18,Mark Gallups,1972,Private,Closed,"VISA, MasterCard Accepted",year round,Yes,No,Yes,No,$,$,Yes,Yes,72,6439,125,70.00,72,6016,121,68.00,73,5190,119,70.00,,,1,Gardendale,1,gardendale,Alabama,272,alabama,Gardendale,Gardendale
122,56,Mind breaker/Heartbreaker at Silver Lakes,1 Sunbelt Pkwy,"Glencoe, Alabama 35905",35905,(256) 892-3268,18,"Robert Trent Jones, Sr.",1993,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,7407,132,75.50,72,6516,120,70.90,72,4865,123,68.30,,,1,Glencoe,5,glencoe,Alabama,272,alabama,Glencoe,Glencoe
124,56,Heartbreaker/Backbreaker at Silver Lakes,1 Sunbelt Pkwy,"Glencoe, Alabama 35905",35905,(256) 892-3268,18,"Robert Trent Jones, Sr.",1993,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,7674,131,76.70,72,6686,120,70.90,72,4907,123,68.80,,,1,Glencoe,5,glencoe,Alabama,272,alabama,Glencoe,Glencoe
125,56,Backbreaker/Mindbreaker at Silver Lakes,1 Sunbelt Pkwy,"Glencoe, Alabama 35905",35905,,18,"Robert Trent Jones, Sr.",1993,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,7425,127,75.20,72,6600,118,70.80,72,4686,119,67.50,,,1,Glencoe,5,glencoe,Alabama,272,alabama,Glencoe,Glencoe
126,56,Briarmead Golf Club,505 Ralph Ave,"Glencoe, Alabama 35905",35905,(256) 492-1150,18,George L. Black,1936,Private,Closed,None,year round,No,No,No,No,$,$,No,Yes,71,6066,120,68.00,71,5490,119,67.20,73,5029,121,69.00,,,1,Glencoe,5,glencoe,Alabama,272,alabama,Glencoe,Glencoe
128,58,White/Blue at Mountain View Golf Course,3200 Mountain View Dr,"Graysville, Alabama 35073",35073,(205) 674-8362,18,James Thursby,1994,Public,Open,"VISA, MasterCard, Discover Accepted",year round,No,Yes,No,No,$,$,Yes,Included in fee,71,5890,114,68.40,71,5455,106,66.60,71,4869,123,68.50,,,1,Graysville,3,graysville,Alabama,272,alabama,Graysville,Graysville
129,58,Blue/Red at Mountain View Golf Course,3200 Mountain View Dr,"Graysville, Alabama 35073",35073,(205) 674-8362,18,James Thursby,1994,Public,Open,"VISA, MasterCard, Discover Accepted",year round,No,Yes,No,No,$,$,Yes,Included in fee,72,6070,114,69.30,72,5630,108,67.30,72,4925,120,69.40,,,1,Graysville,3,graysville,Alabama,272,alabama,Graysville,Graysville
130,58,Red/White at Mountain View Golf Course,3200 Mountain View Dr,"Graysville, Alabama 35073",35073,(205) 674-8362,18,James Thursby,1991,Public,Open,"VISA, MasterCard, Discover Accepted",year round,No,Yes,No,No,$,$,Yes,Included in fee,71,5800,111,67.50,71,5325,104,65.30,71,4660,116,67.50,,,1,Graysville,3,graysville,Alabama,272,alabama,Graysville,Graysville
132,60,Loblolly/Sherling at Cambrian Ridge,101 Sunbelt Pkwy,"Greenville, Alabama 36037",36037,,18,"Robert Trent Jones, Sr.",1993,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,71,7232,133,73.90,71,6718,128,71.80,71,4785,119,67.00,,,1,Greenville,5,greenville,Alabama,272,alabama,Greenville,Greenville
133,60,Sherling/Canyon at Cambrian Ridge,101 Sunbelt Pkwy,"Greenville, Alabama 36037",36037,,18,"Robert Trent Jones, Sr.",1994,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7427,142,75.40,72,6913,137,73.20,72,4857,127,68.10,,,1,Greenville,5,greenville,Alabama,272,alabama,Greenville,Greenville
134,60,Canyon/Loblolly at Cambrian Ridge,101 Sunbelt Pkwy,"Greenville, Alabama 36037",36037,,18,"Robert Trent Jones, Sr.",1993,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,71,7297,140,74.60,71,6785,135,72.50,71,4772,126,67.80,,,1,Greenville,5,greenville,Alabama,272,alabama,Greenville,Greenville
137,61,Pikeville Country Club,1310 Country Club Rd,"Guin, Alabama 35563",35563,(205) 921-9577,9,Frank Jones,1960,Private,Reciprocal,None,year round,No,No,Yes,Yes,$,$,No,Included in fee,36,3211,130,35.40,36,3076,128,34.80,36,2383,112,34.40,,,1,Guin,1,guin,Alabama,272,alabama,Guin,Guin
138,62,Cypress Bend at Cotton Creek & Cypress Bend at Craft Farms,3840 Cotton Creek Blvd,"Gulf Shores, Alabama 36542",36542,,18,Arnold Palmer & Ed Seay,1993,Semi-Private,Open,"VISA, MasterCard, Amex Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,6848,127,72.40,72,6424,122,70.40,72,5048,112,68.40,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
139,62,"Woodlands at Woodlands Golf Course at Craft Farms, The",19995 Oak Rd W,"Gulf Shores, Alabama 36542",36542,,18,Larry Nelson,1994,Public,Open,"VISA, MasterCard, Amex Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,6484,123,70.80,72,5972,116,68.20,72,5145,109,67.90,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
140,62,Kiva Dunes Golf Course,815 Plantation Dr,"Gulf Shores, Alabama 36542",36542,,18,Jerry Pate,1995,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7092,132,73.90,72,6464,129,70.80,72,5006,115,68.50,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
141,62,Marsh/Lakes at Peninsula Golf & Racquet Club,20 Peninsula Blvd,"Gulf Shores, Alabama 36547",36547,,18,Earl Stone,1995,Resort,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7026,130,73.80,72,6494,124,70.90,72,5072,115,68.70,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
142,62,Lakes/Cypress at Peninsula Golf & Racquet Club,20 Peninsula Blvd,"Gulf Shores, Alabama 36547",36547,,18,Earl Stone,1998,Resort,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7055,131,74.00,72,6525,125,71.10,72,4978,121,66.90,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
143,62,Cypress/Marsh at Peninsula Golf & Racquet Club,20 Peninsula Blvd,"Gulf Shores, Alabama 36547",36547,(334) 968-8009,18,Earl Stone,1998,Resort,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7179,133,74.70,72,6703,129,72.30,72,5080,120,70.10,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
144,62,Cotton Creek at Cotton Creek & Cypress Bend at Craft Farms,3840 Cotton Creek Blvd,"Gulf Shores, Alabama 36542",36542,,18,Arnold Palmer & Ed Seay,1987,Semi-Private,Open,"VISA, MasterCard, Amex Accepted",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7028,132,73.90,72,6581,127,71.90,72,5175,122,70.90,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
145,62,Gulf Shores Golf Club,520 Clubhouse Dr,"Gulf Shores, Alabama 36547",36547,(334) 968-4502,18,Earl Stone,1967,Semi-Private,Open,"VISA, MasterCard Accepted",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,72,6516,110,70.20,72,6224,107,68.90,72,5492,113,69.80,,,1,Gulf Shores,9,gulfshores,Alabama,272,alabama,Gulf Shores,Gulf Shores
147,63,Gunter's Landing Golf Club,1000 Gunter's Landing Rd,"Guntersville, Alabama 35976",35976,(256) 582-3000,18,Jimmy Kennamer,1992,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,72,6863,144,73.30,72,6419,134,71.20,72,5274,135,71.00,,,1,Guntersville,3,guntersville,Alabama,272,alabama,Guntersville,Guntersville
148,63,Lake Guntersville State Park Golf Course,7966 Alabama Hwy #227,"Guntersville, Alabama 35976",35976,(256) 582-0379,18,Earl Stone,1972,Resort,Open,"VISA, MasterCard, Amex Accepted",year round,Yes,Yes,No,Yes,$,$,Yes,Yes,72,6785,128,71.20,72,6258,123,68.80,72,5776,124,70.30,,,1,Guntersville,3,guntersville,Alabama,272,alabama,Guntersville,Guntersville
149,63,Stoney Mountain Golf Club,5200 Georgia Mountain Rd,"Guntersville, Alabama 35976",35976,(256) 582-2598,18,,,Public,Open,"VISA, MasterCard Accepted",year round,No,No,No,Yes,$,$,No,Included in fee,72,5931,118,67.60,72,5608,115,66.20,74,4711,117,66.20,,,1,Guntersville,3,guntersville,Alabama,272,alabama,Guntersville,Guntersville
151,65,Cullman Municipal Golf Course,2321 County Rd 490,"Hanceville, Alabama 35077",35077,(256) 739-2386,18,Kranet,,Public,Open,"VISA, MasterCard Accepted",year round,Yes,No,Yes,Yes,$,$,Yes,Yes,72,6351,120,69.80,72,5996,117,68.20,72,4577,115,67.70,,,1,Hanceville,1,hanceville,Alabama,272,alabama,Hanceville,Hanceville
152,66,"Meadows, The",1 Plantation Dr,"Harpersville, Alabama 35078",35078,(205) 672-9909,18,Steve Plummer,1995,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6823,122,71.60,72,6350,119,69.40,72,5275,119,70.10,,,1,Harpersville,1,harpersville,Alabama,272,alabama,Harpersville,Harpersville
153,67,Quail Creek Golf Course,233 Quail Creek Dr,"Hartselle, Alabama 35640",35640,(256) 784-5033,18,Matthew Nail & John Eyster,1993,Public,Open,"VISA, MasterCard, Amex, Discover Accepted",year round,Yes,No,Yes,Yes,$,$,No,Yes,71,6520,124,70.50,71,6056,119,68.30,71,5100,100,64.80,,,1,Hartselle,1,hartselle,Alabama,272,alabama,Hartselle,Hartselle
156,70,Silver Ridge Golf Club,195 Golf Club Dr,"Horton, Alabama 35980",35980,(256) 593-4055,18,Owner,1996,Public,Open,"VISA, MasterCard, Amex Accepted",year round,No,Yes,Yes,Yes,$,$,No,Included in fee,71,5984,122,68.60,71,5812,120,66.20,73,4847,119,65.20,,,1,Horton,1,horton,Alabama,272,alabama,Horton,Horton
157,71,Hillside/Valleyside at Valley Hill Country Club,8300 Valley Hill Dr SE,"Huntsville, Alabama 35802",35802,(256) 883-7620,18,John LaFoy,1985,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6795,129,72.90,72,6415,126,71.20,72,5289,123,71.50,,,1,Huntsville,6,huntsville,Alabama,272,alabama,Huntsville,Huntsville
158,71,Valleyside/Lakeside at Valley Hill Country Club,8300 Valley Hill Dr SE,"Huntsville, Alabama 35802",35802,(256) 883-7620,18,John LaFoy,1964,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6795,125,71.60,71,6160,122,70.00,71,5101,117,69.60,,,1,Huntsville,6,huntsville,Alabama,272,alabama,Huntsville,Huntsville
159,71,Lakeside/Hillside at Valley Hill Country Club,8300 Valley Hill Dr SE,"Huntsville, Alabama 35802",35802,(256) 883-7620,18,John LaFoy,1964,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6842,129,72.20,71,6179,125,70.40,71,5030,119,69.70,,,1,Huntsville,6,huntsville,Alabama,272,alabama,Huntsville,Huntsville
161,71,Huntsville Country Club,2601 Oakwood Ave NW,"Huntsville, Alabama 35810",35810,(256) 859-3110,18,Robert B. Harris,1959,Private,Reciprocal,None,year round,Yes,No,Yes,No,$,$,Yes,Yes,71,6514,128,70.70,71,6107,124,68.80,71,4832,118,68.10,,,1,Huntsville,6,huntsville,Alabama,272,alabama,Huntsville,Huntsville
163,72,Bay Oaks Golf Club,7960 Edgar Roberts Rd,"Irvington, Alabama 36544",36544,(334) 824-2429,18,,1950,Semi-Private,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Included in fee,72,6623,126,69.30,72,6081,122,67.30,72,5504,114,70.30,,,1,Irvington,1,irvington,Alabama,272,alabama,Irvington,Irvington
169,75,Musgrove Country Club,916 Country Club Rd,"Jasper, Alabama 35503",35503,(205) 221-7902,18,,1932,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,No,Yes,71,6594,122,70.50,71,6132,118,68.40,71,5143,112,68.10,,,1,Jasper,4,jasper,Alabama,272,alabama,Jasper,Jasper
170,76,Turtle Point Yacht & Country Club,Hwy 72 E,"Killen, Alabama 35645",35645,(256) 757-2155,18,"Robert Trent Jones, Sr.",1960,Private,Closed,None,year round,Yes,No,Yes,No,$,$,No,Yes,72,7035,125,72.60,72,6562,119,70.20,75,5742,126,74.70,,,1,Killen,1,killen,Alabama,272,alabama,Killen,Killen
172,78,Terry Walker Country Club,2196 Zeigler Rd,"Leeds, Alabama 35094",35094,(205) 699-4851,18,Bancroft Timmons,1961,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,No,Yes,71,6130,121,70.90,71,5837,116,68.30,72,5108,118,70.20,,,1,Leeds,1,leeds,Alabama,272,alabama,Leeds,Leeds
175,81,Steelwood,Truck Trl 17323,"Loxley, Alabama 36551",36551,(334) 964-4502,18,Jerry Pate,1997,Private,Reciprocal,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,7096,144,74.00,72,6456,138,71.10,72,5102,128,69.30,,,1,Loxley,1,loxley,Alabama,272,alabama,Loxley,Loxley
177,83,West at Cypress Tree Golf Course,1461 March Rd Bldg1461,"Maxwell AFB, Alabama 36112",36112,(334) 263-7587,18,Joe Finger,1957,Military,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6917,132,73.00,72,6620,129,71.70,73,5325,123,71.20,,,1,Maxwell AFB,2,maxwellafb,Alabama,272,alabama,Maxwell AFB,Maxwell AFB
178,83,East at Cypress Tree Golf Course,1461 March Rd Bldg1461,"Maxwell AFB, Alabama 36112",36112,(334) 263-7587,18,,1932,Military,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6217,122,69.70,71,5937,119,68.40,70,4877,116,67.90,,,1,Maxwell AFB,2,maxwellafb,Alabama,272,alabama,Maxwell AFB,Maxwell AFB
179,84,Tannehill National Golf Course,12863 Tannehill Pkwy,"McCalla, Alabama 35111",35111,(205) 477-4653,18,Steve Plummer,1996,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Included in fee,72,6630,121,71.10,72,6196,115,68.80,72,5440,119,70.50,,,1,McCalla,1,mccalla,Alabama,272,alabama,McCalla,McCalla
182,86,Colonial Golf Course,400 Colonial Dr,"Meridianville, Alabama 35759",35759,(256) 828-0431,18,,1960,Public,Open,"VISA, MasterCard Welcomed",year round,No,Yes,Yes,Yes,$,$,Yes,Yes,72,6571,114,69.50,72,6153,110,67.60,72,5308,112,69.70,,,1,Meridianville,2,meridianville,Alabama,272,alabama,Meridianville,Meridianville
184,87,Azalea City Golf Course,1000 Galliard Dr,"Mobile, Alabama 36608",36608,(334) 342-4221,18,Robert B. Harris,1957,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6850,124,70.90,72,6548,121,69.80,73,5347,122,72.20,,,1,Mobile,7,mobile,Alabama,272,alabama,Mobile,Mobile
186,87,Linksman Golf Club,3700 Saint Andrews Dr,"Mobile, Alabama 36693",36693,,18,Ralph Sharp,1972,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6275,123,70.10,72,5923,120,68.50,72,5416,121,71.00,,,1,Mobile,7,mobile,Alabama,272,alabama,Mobile,Mobile
187,87,Gulf Pines Golf Course,167 Old Bay Front Dr,"Mobile, Alabama 36615",36615,,18,Marv Ginn,1970,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,5954,112,67.90,71,5661,109,66.60,71,5135,111,68.80,,,1,Mobile,7,mobile,Alabama,272,alabama,Mobile,Mobile
188,87,Skyline Country Club,3851 Government Blvd,"Mobile, Alabama 36693",36693,(334) 666-7070,18,Chic Adams,1962,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6938,125,73.10,72,6495,122,71.00,72,5369,121,71.00,,,1,Mobile,7,mobile,Alabama,272,alabama,Mobile,Mobile
189,87,Spring Hill College Golf Club,4000 Dauphin St,"Mobile, Alabama 36608",36608,,18,T.A. Buckhaults,1930,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Included in fee,72,6665,126,71.80,72,6200,123,69.70,72,5005,107,64.50,,,1,Mobile,7,mobile,Alabama,272,alabama,Mobile,Mobile
191,89,Montevallo Golf Club,1481 Shelby County Hwy 204,"Montevallo, Alabama 35115",35115,(205) 665-8057,18,,1955,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,70,5791,109,66.00,70,5537,105,64.80,70,4937,99,62.40,,,1,Montevallo,1,montevallo,Alabama,272,alabama,Montevallo,Montevallo
192,90,Arrowhead Country Club,50 Ocala Dr,"Montgomery, Alabama 36117",36117,(334) 272-7188,18,Cam Hardigree,1974,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6710,123,71.50,72,6404,120,70.10,72,5278,123,70.20,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
193,90,Bonnie Crest Country Club,1410 Federal Dr,"Montgomery, Alabama 36107",36107,(334) 272-9316,18,Weldon Doe,1940,Private,Reciprocal,None,year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6385,128,70.70,71,6113,125,69.10,75,5906,127,73.80,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
194,90,Kolomi Golf Course,800 Dozier Rd,"Montgomery, Alabama 36057",36057,(334) 279-6686,18,Pilgreen & White,1994,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6535,119,70.60,72,6248,116,69.30,72,5093,111,67.20,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
195,90,Lagoon Park Golf Course,2855 Lagoon Park Dr,"Montgomery, Alabama 36109",36109,,18,Charles Graves,1978,Public,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6773,124,71.10,72,6413,121,69.30,72,5342,113,69.60,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
197,90,Montgomery Country Club,3001 Narrow Lane Rd,"Montgomery, Alabama 36106",36106,(334) 240-6545,18,Jock Ingles,1903,Private,Reciprocal,None,year round,Yes,No,Yes,Yes,$$,$$,Yes,Yes,70,6323,124,70.50,70,6022,121,68.90,72,5315,115,70.60,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
199,90,River Run Golf Course,Route 5 Waresferry,"Montgomery, Alabama 36117",36117,(334) 271-2811,18,Cam Hardigree,1988,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6504,114,69.40,72,6098,111,67.90,72,5052,109,68.60,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
200,90,Wynlakes Golf & Country Club,7900 Wynlakes Blvd,"Montgomery, Alabama 36117",36117,(334) 279-0297,18,Joe Lee,1986,Private,Reciprocal,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6761,123,71.80,72,6422,121,70.40,72,5418,130,71.60,,,1,Montgomery,9,montgomery,Alabama,272,alabama,Montgomery,Montgomery
203,93,Cypress Lakes Golf & Country Club,1311 E 6th St,"Muscle Shoals, Alabama 35661",35661,(256) 386-7783,18,Gary Baird,1991,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6562,126,71.80,71,6083,121,69.20,71,5100,128,69.30,,,1,Muscle Shoals,1,muscleshoals,Alabama,272,alabama,Muscle Shoals,Muscle Shoals
204,94,Hidden Meadows Golf Course,13000 Old Cove Rd,"Northport, Alabama 35473",35473,(205) 339-3673,18,Mike Young,1996,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,72,6828,151,73.70,72,6474,141,72.10,72,5118,115,66.30,,,1,Northport,1,northport,Alabama,272,alabama,Northport,Northport
209,97,The Lakes at Grand National Golf Course,3000 Sunbelt Pkwy,"Opelika, Alabama 36801",36801,,18,"R. T. Jones, Jr. & Roger Rulewich",1992,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,7149,138,74.90,72,6488,134,72.30,72,4910,117,68.70,,,1,Opelika,4,opelika,Alabama,272,alabama,Opelika,Opelika
211,97,The Links at Grand National Golf Course,3000 Sunbelt Pkwy,"Opelika, Alabama 36801",36801,,18,"R. T. Jones, Jr. & Roger Rulewich",1992,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,7311,141,74.90,72,6574,136,72.70,72,4843,125,67.40,,,1,Opelika,4,opelika,Alabama,272,alabama,Opelika,Opelika
212,97,Saugahatchee Country Club,3800 Bent Creek Rd,"Opelika, Alabama 36804",36804,(334) 749-4342,18,Ward Northrup,1977,Private,Reciprocal,None,year round,Yes,No,Yes,Yes,$,$,Yes,Yes,72,6689,136,72.80,72,6217,132,70.90,72,5179,126,70.00,,,1,Opelika,4,opelika,Alabama,272,alabama,Opelika,Opelika
215,100,River at Hampton Cove Golf Course,450 Old Hwy 431S,"Owens Cross Roads, Alabama 35763",35763,,18,"Robert Trent Jones, Sr.",1993,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,7667,130,76.00,72,6764,123,71.30,72,5278,119,70.40,,,1,Owens Cross Roads,3,owenscrossroads,Alabama,272,alabama,Owens Cross Roads,Owens Cross Roads
217,100,Highlands at Hampton Cove Golf Course,450 Old Hwy 431S,"Owens Cross Roads, Alabama 35763",35763,,18,"Robert Trent Jones, Sr.",1992,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,7262,133,75.00,72,6649,124,72.10,72,4766,113,68.30,,,1,Owens Cross Roads,3,owenscrossroads,Alabama,272,alabama,Owens Cross Roads,Owens Cross Roads
219,102,Country Club of Ozark,300 Country Club Dr,"Ozark, Alabama 36360",36360,(334) 774-2615,18,Ron Garl,1976,Semi-Private,Reciprocal,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,No,No,Yes,,&nbsp;,Yes,Yes,71,6391,117,69.10,71,6031,114,67.80,72,5510,125,71.70,,,1,Ozark,2,ozark,Alabama,272,alabama,Ozark,Ozark
223,104,Pine Harbor Golf Club,5800 Pine Harbor Rd,"Pell City, Alabama 35125",35125,(205) 338-4354,18,Harold Williams,1965,Private,Reciprocal,None,year round,Yes,No,Yes,No,$,$,No,Yes,72,6204,120,70.00,72,5722,116,67.50,72,4948,110,64.60,,,1,Pell City,2,pellcity,Alabama,272,alabama,Pell City,Pell City
224,105,Beaver Creek Golf Course,1245 Lee Rd 197,"Phenix City, Alabama 36870",36870,(334) 297-8100,18,William Murphy,1994,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,No,Yes,$,$,Yes,Included in fee,72,6011,118,67.20,72,5620,114,65.50,72,4633,102,61.60,,,1,Phenix City,2,phenixcity,Alabama,272,alabama,Phenix City,Phenix City
226,106,"Golf Club at Cumberland Lake, The",2150 Cumberland Lake Dr,"Pinson, Alabama 35126",35126,(205) 680-4653,18,Bill Amick,1968,Private,Reciprocal,"VISA, MasterCard, Amex, Discover Welcomed",year round,No,No,No,Yes,$,$,Yes,Included in fee,72,6655,126,70.70,72,6163,123,69.10,72,5522,117,70.70,,,1,Pinson,1,pinson,Alabama,272,alabama,Pinson,Pinson
227,107,Dogwood at Marriott's Grand Hotel & Lakewood Golf Club,1 Grand Blvd,"Point Clear, Alabama 36564",36564,(334) 990-6312,18,Perry Maxwell & Joe Lee,1948,Resort,Closed,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,71,6676,124,72.10,71,6331,121,70.50,72,5532,122,72.60,,,1,Point Clear,2,pointclear,Alabama,272,alabama,Point Clear,Point Clear
228,107,Azalea at Marriott's Grand Hotel & Lakewood Golf Club,1 Grand Blvd,"Point Clear, Alabama 36564",36564,(334) 990-6312,18,Perry Maxwell & Ron Garl,1948,Resort,Closed,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,6770,128,72.50,72,6292,124,70.30,72,5307,118,71.30,,,1,Point Clear,2,pointclear,Alabama,272,alabama,Point Clear,Point Clear
